season,episode,dialouge
2,8," Jump! Trust us. We love you!
"
,,
2,8," We'll catch you.
"
,,
2,8,"OK, me next, me next!
"
,,
2,8,"OK, ladies. I'm gonna start with
"
,,
2,8,"a Greg Louganis triple Salchow
"
,,
2,8,"and tuck into a flying Mary Lou Retton half...
"
,,
2,8,"Aagh! Aagh! Ooh! Aagh!
"
,,
2,8,"Ow! Aagh! Aagh! Aagh!
"
,,
2,8,"Aaaaaagh! Aagh! Ow!
"
,,
2,8,"Now that you've felt a woman's pain,
"
,,
2,8,"the learning can begin.
"
,,
2,8,"Welcome back, Peter.
"
,,
2,8,"Lois!
"
,,
2,8,"I missed you so much. And my babies!
"
,,
2,8,"Chris, be a munchkin
"
,,
2,8,"and bring my bags inside.
"
,,
2,8," Peter, you're, uh...
"
,,
2,8," Brian, put the tea on. I have stories.
"
,,
2,8,"But first I'm gonna go freshen up
"
,,
2,8,"and rinse out a few things.
"
,,
2,8,"Oh, fudge! I broke a nail. Excuse me.
"
,,
2,8,"Oh, my God! Dad's a chick!
"
,,
2,8,"I can't remember the last time
"
,,
2,8,"we cuddled like this.
"
,,
2,8,"I can't remember the last time
"
,,
2,8,"I loved you so much.
"
,,
2,8,"Oh, how did you get so sweet?
"
,,
2,8,"When I was born, my mommy
"
,,
2,8,"dunked me in a barrel of sugar.
"
,,
2,8,"Oh, for God's sake.
"
,,
2,8,"Oh, yes. Yes, I want the coffee cake.
"
,,
2,8," Hello!
"
,,
2,8," Hey, Quagmire.
"
,,
2,8," Hey, Peter, what's up?
"
,,
2,8," Not much.
"
,,
2,8," Well, what do you want?
"
,,
2,8," Nothing. I just called to talk.
"
,,
2,8," What you thinking about?
"
,,
2,8," What do you mean? You called me.
"
,,
2,8,"I just wanted to say hi. So what are you d...?
"
,,
2,8,"Sometimes I just can't believe
"
,,
2,8,"we could make something so beautiful.
"
,,
2,8,"He looks just like his father.
"
,,
2,8,"I really appreciate all the hard work you did
"
,,
2,8,"giving birth and mothering our kids.
"
,,
2,8,"I'll never know that joy.
"
,,
2,8,"Peter, I'm sure you would have been
"
,,
2,8,"a great mother if you'd had the chance.
"
,,
2,8," You think so?
"
,,
2,8," I know so.
"
,,
2,8,"One of these days
"
,,
2,8,"I'm gonna need the mirror.
"
,,
2,8,"Oh, beans! I can't get this spit curl to...
"
,,
2,8," Lois, what day is it?
"
,,
2,8," Thursday.
"
,,
2,8,"Oh, my God. Oh, my God! I'm late.
"
,,
2,8," If you spent less time fixing your hair...
"
,,
2,8," No, Lois. I'm late late!
"
,,
2,8," Do we still have that pregnancy test?
"
,,
2,8," Are you insane? You can't have a baby.
"
,,
2,8,"Well, I don't have a lot of options.
"
,,
2,8,"I'm Catholic!
"
,,
2,8,"God! I thought you'd be happy!
"
,,
2,8,"Oh. Oh, this is just great. Now my own wife is
"
,,
2,8,"forced to cook dinner for her lousy husband?
"
,,
2,8,"Peter, you're my husband.
"
,,
2,8,"At least, you used to be.
"
,,
2,8,"Oh, Mother, I come bearing a gift.
"
,,
2,8,"I'll give you a hint.
"
,,
2,8," It's in my diaper and it's not a toaster.
"
,,
2,8," Meg, can you change Stewie?
"
,,
2,8,"Fine. But this time if a boy calls,
"
,,
2,8,"please don't tell him I'm wrist-deep in poopie.
"
,,
2,8,"Honey, I'm glad you discovered
"
,,
2,8,"your feminine side,
"
,,
2,8,"but I didn't want you to forget about mine.
"
,,
2,8,"Remember this? Huh?
"
,,
2,8," Remember?
"
,,
2,8," Oh, my God. That reminds me.
"
,,
2,8,"I gotta get myself a breast exam.
"
,,
2,8,"Uh-oh. Uh-oh!
"
,,
2,8,"A lump. A lump! Oh, God! Oh, God!
"
,,
2,8,"No, Cheeto.
"
,,
2,8,"Lois.
"
,,
2,8,"How expected.
"
,,
2,8,"Hi, Glen. I'm sorry to bother you.
"
,,
2,8,"Is this a bad time?
"
,,
2,8,"It's never a bad time when
"
,,
2,8,"you're with the Q man. Come on in.
"
,,
2,8,"Well, as you may have noticed,
"
,,
2,8,"Peter's been acting a little different lately.
"
,,
2,8,"It was refreshing at first, but now... well, he
"
,,
2,8,"doesn't even treat me like a woman any more.
"
,,
2,8,"I know where this is going, Lois,
"
,,
2,8,"and I'm already semi there. Oh!
"
,,
2,8,"Anyways, Glen,
"
,,
2,8,"I was wondering if you and Cleveland
"
,,
2,8,"could help change Peter
"
,,
2,8,"back to the way he was.
"
,,
2,8,"Of course that's why you're here.
"
,,
2,8," Don't worry, I'd do everything to you.
"
,,
2,8," What?
"
,,
2,8,"I'd do anything for you.
"
,,
2,8,"If we're gonna remasculate Peter,
"
,,
2,8,"we need to surround him with chicks.
"
,,
2,8,"Let's blow this sausagefest
"
,,
2,8,"and hit the house of tail.
"
,,
2,8,"No. He needs to learn
"
,,
2,8,"how to respect his fellow man.
"
,,
2,8,"That's what this march is all about.
"
,,
2,8,"Respect for your fellow man.
"
,,
2,8,"I can't respect men. Men are the reason
"
,,
2,8,"our world is in such lousy shape.
"
,,
2,8,"If men were as caring as women,
"
,,
2,8,"we wouldn't have crime or violence.
"
,,
2,8,"My brothers, we need to stand together...
"
,,
2,8,"Excuse me. I'd like to say a couple of truths
"
,,
2,8,"to the men in this audience.
"
,,
2,8,"It's your fault we have
"
,,
2,8,"so much crime in this country
"
,,
2,8,"and it's your fault we have
"
,,
2,8,"so much violence in this country.
"
,,
2,8,"You are ruining our society
"
,,
2,8,"and you should be ashamed!
"
,,
2,8,"Look, I don't care how many letters we gotta
"
,,
2,8,"write. The View should be on for three hours.
"
,,
2,8,"You just get going and it's News at Noon. 
"
,,
2,8," Can we go soon?
"
,,
2,8," Not yet.
"
,,
2,8,"Gloria Ironbox and Camille Paglia are
"
,,
2,8,"gonna whip it out and see whose is bigger.
"
,,
2,8,"Peter, I'm so glad you could make it.
"
,,
2,8," Gloria, this is my life partner Lois.
"
,,
2,8," I'm his wife.
"
,,
2,8,"His wife, yes. Peter tells me
"
,,
2,8,"you don't have a career of your own.
"
,,
2,8,"Oh, no. Life outside my kitchen
"
,,
2,8,"is so bright and scary.
"
,,
2,8,"I'm just here because you caught me
"
,,
2,8,"between pregnancies.
"
,,
2,8,"Well, I'm sorry you're so hostile
"
,,
2,8,"toward someone who's fighting
"
,,
2,8,"so a woman like you can become
"
,,
2,8,"more than just a housewife.
"
,,
2,8,"Oh, just a housewife?
"
,,
2,8,"Look, I'm all for equality,
"
,,
2,8,"but if you ask me feminism is about choice.
"
,,
2,8,"I choose to be a wife and mother. And now
"
,,
2,8,"I'm choosing to end this conversation.
"
,,
2,8,"No wonder your husband
"
,,
2,8,"didn't respect women.
"
,,
2,8,"Excuse me?
"
,,
2,8,"I can't imagine how screwed up
"
,,
2,8,"your kids must be.
"
,,
2,8,"You bitch!
"
,,
2,8,"Ten banana cream pies.
"
,,
2,8,"Holy crap, this is hot.
"
,,
2,8,"Lois, we gotta go.
"
,,
2,8," That was wonderful.
"
,,
2,8," Who said that?
"
,,
2,8,"Oh, hey, Lois. I'm starving.
"
,,
2,8,"How about a sandwich?
"
,,
2,8," Glad to have you back, Peter.
"
,,
2,8," Lois, less talky, more fetchy.
"
,,
2,8,"I'm just gonna assume
"
,,
2,8,"that's Chinese for ""I love you"".
"
,,
2,8,"Visiontext Subtitles: Sally Lewis
"
,,
2,8,"ENGLISH SDH
"
,,
2,9,"""It seems today that all you see
"
,,
2,9,"""is violence in movies and sex on TV
"
,,
2,9,"""But where are those good,
"
,,
2,9,"old-fashioned values
"
,,
2,9,"""on which we used to rely?
"
,,
2,9,"""Lucky there's a family guy
"
,,
2,9,"""Lucky there's a man who'll
"
,,
2,9,"positively tell you
"
,,
2,9,"""all the things that make us
"
,,
2,9,"""laugh 'n' cry
"
,,
2,9,"""He's a family guy""
"
,,
2,9," We need to talk.
"
,,
2,9," Not now. The show's about to start.
"
,,
2,9,"Bryant Gumbel, Greg Gumbel...
"
,,
2,9,"...brothers, bike cops.
"
,,
2,9,"Gumbel 2 Gumbel, Beach Justice.
"
,,
2,9,"You talk to Matt Lauer lately?
"
,,
2,9,"Played 18 holes with him on Saturday.
"
,,
2,9,"Told him he was soft
"
,,
2,9,"in the Arafat interview.
"
,,
2,9," Oh, I like Matt.
"
,,
2,9," Me, too.
"
,,
2,9,"My purse!
"
,,
2,9,"Come on, Greg. Let's roll.
"
,,
2,9,"Taste that?
"
,,
2,9,"That's the taste of beach justice.
"
,,
2,9,"Are you crazy?
"
,,
2,9,"Yeah, me and Dad haven't missed
"
,,
2,9,"a Gumbel 2 Gumbel yet.
"
,,
2,9,"You're gonna miss this one, young man.
"
,,
2,9,"His report card came today.
"
,,
2,9,"No more TV until your grades improve.
"
,,
2,9,"Now get upstairs and study.
"
,,
2,9,"Don't worry. I'll talk to her.
"
,,
2,9,"After I get a little bit of courage
"
,,
2,9,"from my old friend, Mr. Jack Daniels.
"
,,
2,9,"Mrs. Daniels?
"
,,
2,9,"Is Jack in?
"
,,
2,9,"What?
"
,,
2,9,"Oh, my God! When?
"
,,
2,9,"Oh, I am so sorry.
"
,,
2,9,"Poor old Jack.
"
,,
2,9,"He was a wise man, but he just loved
"
,,
2,9,"playing with that wheat thresher.
"
,,
2,9,"Always playing with that wheat thresher!
"
,,
2,9,"Honey, hold still and let me bathe you.
"
,,
2,9,"You're filthy.
"
,,
2,9,"I'm filthy?
"
,,
2,9,"You're the filthy one.
"
,,
2,9,"What do you say to that?
"
,,
2,9,"How dare you!
"
,,
2,9,"Hey, Stewie, I see your bum.
"
,,
2,9,"Take a good look, fat man.
"
,,
2,9,"And take pictures so I'll have something
"
,,
2,9,"to bring to court, you filthy pervert.
"
,,
2,9,"Hey, Lois, give Chris a break.
"
,,
2,9,"I mean, no TV?
"
,,
2,9,"He failed a class,
"
,,
2,9,"it's not like he felt up his cousin...
"
,,
2,9,"...in the garage
"
,,
2,9,"that Thanksgiving when I was 19.
"
,,
2,9,"I want you to help Chris.
"
,,
2,9,"Kids do better when parents
"
,,
2,9,"take an interest in their schoolwork.
"
,,
2,9,"I saw that on a two-part report on
"
,,
2,9,"Dateline Tuesday and Dateline Gatilsday.
"
,,
2,9,"What the hell is Gatilsday?
"
,,
2,9,"NBC invented a new day
"
,,
2,9,"so they could add another Dateline.
"
,,
2,9,"But the Gumbel show is sacred to us.
"
,,
2,9,"Bryant and Greg have
"
,,
2,9,"the kind of father-son relationship...
"
,,
2,9,"...I want me and Chris to have someday.
"
,,
2,9,"Peter, Bryant and Greg Gumbel
"
,,
2,9,"are brothers.
"
,,
2,9,"Nice. Just because they're black,
"
,,
2,9,"we can't learn anything from them?
"
,,
2,9,"If Chris gets his homework done,
"
,,
2,9,"you can watch it together next week.
"
,,
2,9,"Now come on. Help me get
"
,,
2,9,"the house ready for my mother.
"
,,
2,9,"She's coming to visit for exactly one week.
"
,,
2,9,"Bye, Mom.
"
,,
2,9,"Sheesh. What a week that was.
"
,,
2,9,"Okay, come on, let's watch the Gumbels.
"
,,
2,9,"Peter, I thought we agreed,
"
,,
2,9,"no TV until his homework is done.
"
,,
2,9," Mom, I'll do it after...
"
,,
2,9," Chris finished his homework.
"
,,
2,9,"In fact, I've been helping him study
"
,,
2,9,"every night this week.
"
,,
2,9,"Really?
"
,,
2,9,"Well, that's great. Enjoy your show, boys.
"
,,
2,9,"You bet we will.
"
,,
2,9,"Tonight, Katie Couric guest stars
"
,,
2,9,"as a very perky crack whore.
"
,,
2,9,"Dad, when you said, ""Chris finished his
"
,,
2,9,"homework,"" were you talking about me?
"
,,
2,9,"Because if you were,
"
,,
2,9,"I think you just lied to mom.
"
,,
2,9,"Chris, everything I say is a lie,
"
,,
2,9,"except that and that.
"
,,
2,9,"And that. And that. And that. And that.
"
,,
2,9,"And that.
"
,,
2,9,"This is an Action News 5 News Break.
"
,,
2,9," I'm Tom Tucker.
"
,,
2,9," And I'm Diane Simmons.
"
,,
2,9,"Tom has dared me to do the news topless.
"
,,
2,9,"I've got the goods, but have I got the guts?
"
,,
2,9,"Find out at 11:00.
"
,,
2,9,"If you're waiting for Gumbel 2 Gumbel,
"
,,
2,9,"you're out of luck.
"
,,
2,9,"That show has been canceled.
"
,,
2,9,"The full story, and maybe Diane's boobs,
"
,,
2,9,"tonight at 11:00.
"
,,
2,9," I can't believe this!
"
,,
2,9," I feel sick.
"
,,
2,9,"Only one thing to do.
"
,,
2,9,"We gotta save Gumbel 2 Gumbel,
"
,,
2,9,"and were gonna do it Griffin 2 Griffin.
"
,,
2,9," Let's roll!
"
,,
2,9," I'm with ya, Dad.
"
,,
2,9,"What do we do, write a letter?
"
,,
2,9,"I tried that once.
"
,,
2,9,"It got me in a lot of trouble.
"
,,
2,9,"""If you don't put Coach back on the air,
"
,,
2,9,"I'll be really upset.
"
,,
2,9,"""The skillful acting of Craig T. Nelson
"
,,
2,9,"will be missed a lot.
"
,,
2,9,"""Signed, Peter Griffin.""
"
,,
2,9,"Come help me with the groceries.
"
,,
2,9,"Okay, honey.
"
,,
2,9,"Craig T. Nelson!
"
,,
2,9," Are you Peter Griffin?
"
,,
2,9," Yeah.
"
,,
2,9,"Make it quick.
"
,,
2,9,"Okay, we're gonna get our show
"
,,
2,9,"back on the air...
"
,,
2,9,"...and were not gonna be intimidated
"
,,
2,9,"by any slick executive types.
"
,,
2,9,"Look at Mr. Suave.
"
,,
2,9,"Wait. You can't go in there.
"
,,
2,9,"Just watch me!
"
,,
2,9,"I mean, you can't go in there,
"
,,
2,9,"because that door leads nowhere.
"
,,
2,9,"Use the door next to it.
"
,,
2,9,"All right, Callaghan, me and my son
"
,,
2,9,"want you to uncancel Gumbel 2 Gumbel.
"
,,
2,9,"We only air the show. We have
"
,,
2,9,"nothing to do with it being canceled.
"
,,
2,9,"I have all the episodes on tape
"
,,
2,9,"if you want to borrow them.
"
,,
2,9,"Okay, you want to play rough?
"
,,
2,9,"Until you bring the Gumbels back,
"
,,
2,9,"I am going on a hunger strike.
"
,,
2,9,"How about that, Callaghan?
"
,,
2,9,"Can you live with that on your conscience?
"
,,
2,9,"You gonna eat that stapler?
"
,,
2,9," You can't eat a stapler...
"
,,
2,9," Wanna split it?
"
,,
2,9,"Sorry. Me and my damn appetite!
"
,,
2,9,"It's not the first time it brought me trouble.
"
,,
2,9,"And in gridiron news,
"
,,
2,9,"little Johnny Gobraun...
"
,,
2,9,"...a terminally ill 8-year-old
"
,,
2,9,"who dreamed of playing quarterback...
"
,,
2,9,"...for New England got his wish today
"
,,
2,9,"thanks to the Grant-a-Dream foundation.
"
,,
2,9,"Gobraun takes the snap
"
,,
2,9,"and fades back to pass.
"
,,
2,9,"Here comes the rush. Oh, he's sacked!
"
,,
2,9,"Looks like little Johnny
"
,,
2,9,"should've wished for some blocking.
"
,,
2,9,"Chris, I just thought of a way
"
,,
2,9,"to get the Gumbels back on the air.
"
,,
2,9,"All right, Dad!
"
,,
2,9,"All we gotta do is tell
"
,,
2,9,"a little white lie. Just go with it.
"
,,
2,9,"Is this the Grant-a-Dream foundation?
"
,,
2,9," My son Chris is dying!
"
,,
2,9," Holy crap, no! Oh, my God!
"
,,
2,9,"That was the lie.
"
,,
2,9,"Oh, you sly boots.
"
,,
2,9,"Are you sure this will work?
"
,,
2,9,"Chris, this is just another one
"
,,
2,9,"of your crazy schemes.
"
,,
2,9,"This whole thing was your idea!
"
,,
2,9,"You'll find out.
"
,,
2,9,"Dad, you're not making any sense!
"
,,
2,9,"You just leave that to me.
"
,,
2,9,"Ah, yes. Here we go.
"
,,
2,9,"Chris Griffin.
"
,,
2,9,"Your dying wish is denied.
"
,,
2,9,"Thank you.
"
,,
2,9,"Wait a minute.
"
,,
2,9,"My son only has a short time to live.
"
,,
2,9,"All he wants is his favorite show
"
,,
2,9,"back on TV. How can you say no?
"
,,
2,9,"Mr. Griffin, everyone thinks
"
,,
2,9,"their dying child is special.
"
,,
2,9,"But these days, people who donate money
"
,,
2,9,"to our foundation...
"
,,
2,9,"...demand a little more bang for their buck.
"
,,
2,9,"We need sick kids we can package.
"
,,
2,9,"Like that one we put
"
,,
2,9,"on Hollywood Squares.
"
,,
2,9,"I'll take the dying boy to block.
"
,,
2,9,"Jeremy, is there anything lower
"
,,
2,9,"than absolute zero?
"
,,
2,9,"Yeah. My white-cell count.
"
,,
2,9,"I'm telling you, Chris is dying
"
,,
2,9,"ten times worse than those other kids.
"
,,
2,9,"He's got a very rare disease called
"
,,
2,9,"tumor-syphilis-itis-osis.
"
,,
2,9,"Sounds sexy. What are the symptoms?
"
,,
2,9,"What are the symptoms? Take a look!
"
,,
2,9,"He's growing nipples all over his body!
"
,,
2,9," They look like pepperonis.
"
,,
2,9," Who do you think you are?
"
,,
2,9,"My son happens to be very sensitive
"
,,
2,9,"about his extra nipples.
"
,,
2,9,"See, look. They're coming right off.
"
,,
2,9,"Nipples shouldn't just come off like that.
"
,,
2,9,"Why, that's the sickest boy I've ever seen!
"
,,
2,9,"Get me the president of television!
"
,,
2,9,"How about this?
"
,,
2,9,"A single white girl in the city
"
,,
2,9,"working at a magazine!
"
,,
2,9,"Yeah, that's good.
"
,,
2,9,"Yeah.
"
,,
2,9,"Do you guys hear yourselves?
"
,,
2,9,"This is the same old crap
"
,,
2,9,"over and over again.
"
,,
2,9,"We need to take a chance.
"
,,
2,9,"Try something different. Something fresh.
"
,,
2,9,"Excuse me.
"
,,
2,9," No calls!
"
,,
2,9," It's about a dying boy.
"
,,
2,9,"Hello? What's he got?
"
,,
2,9,"Sounds sexy.
"
,,
2,9,"Get me exclusive rights to his death
"
,,
2,9,"and you got a deal.
"
,,
2,9,"Congratulations,
"
,,
2,9,"Gumbel 2 Gumbel is back on the air!
"
,,
2,9,"All right, Dad!
"
,,
2,9,"I'm sorry we had to meet
"
,,
2,9,"under these circumstances.
"
,,
2,9,"Are you kidding? I may see you again.
"
,,
2,9,"I've two more kids,
"
,,
2,9,"and I've always wanted to see...
"
,,
2,9,"...new episodes of Star Trek.
"
,,
2,9,"Stewie, it's bath time. You're filthy again.
"
,,
2,9,"I'll show you filthy!
"
,,
2,9,"Yes, look at me! I'm a dirty, foul little boy!
"
,,
2,9,"I'm a nasty, squalid little hobo!
"
,,
2,9,"I say, Mother, you have your work cut out
"
,,
2,9,"for you now, don't you?
"
,,
2,9,"Okay, if you want to be dirty, be dirty.
"
,,
2,9,"Where do you think you're going?
"
,,
2,9,"I've defiled myself.
"
,,
2,9,"I need to be cleaned!
"
,,
2,9,"There you go, kiddo. All clean.
"
,,
2,9,"Blast! I'm frozen! I'm hypothermic!
"
,,
2,9,"Bloody hell, I'm a woman!
"
,,
2,9,"Take out your pencils and start your test.
"
,,
2,9,"Mr. McCloud, I didn't study for the test,
"
,,
2,9,"but I got a good reason.
"
,,
2,9,"I'm dying.
"
,,
2,9,"That's the lamest excuse I've heard since
"
,,
2,9,"Steinberg's Jewish High Holiday crap.
"
,,
2,9,"Take that hat off in my classroom!
"
,,
2,9,"But Mr. McCloud, I'm really dying.
"
,,
2,9,"I have a certificate to prove it.
"
,,
2,9,"My God! Tumor-syphilis-itis-osis!
"
,,
2,9,"And he still comes into school!
"
,,
2,9,"You're excused from the test,
"
,,
2,9,"you brave, brave boy.
"
,,
2,9,"You can learn something
"
,,
2,9,"from this fine young...
"
,,
2,9,"Damn it, Steinberg! Take that hat off!
"
,,
2,9,"Dad, Marcy Gibbons just called!
"
,,
2,9,"She heard that Chris is dying!
"
,,
2,9,"Your brother's okay.
"
,,
2,9,"That was just a little white lie
"
,,
2,9,"we came up with to save a TV show.
"
,,
2,9,"So he's not going to die?
"
,,
2,9,"No.
"
,,
2,9,"Boy, your face was priceless
"
,,
2,9,"when you thought he was.
"
,,
2,9,"You're a monster.
"
,,
2,9,"Chris was in on the whole thing.
"
,,
2,9,"Anyway, it's over and done with.
"
,,
2,9,"Anyway, it's over and done with.
"
,,
2,9,"What the hell is that?
"
,,
2,9,"""Oh, dyin' boy of Quahog
"
,,
2,9,"""Chris Griffin, you're so brave
"
,,
2,9,"""There's a smile on your face
"
,,
2,9,"and a bounce in your step
"
,,
2,9,"""as they dig your grave
"
,,
2,9,"""as they dig your grave""
"
,,
2,9,"Do I hear singing?
"
,,
2,9,"No! No singing.
"
,,
2,9,"Just us watching another
"
,,
2,9,"hilarious episode of Good Times.
"
,,
2,9,"The sitcom that's funnier
"
,,
2,9,"when you play it really loud.
"
,,
2,9,"Maxine is the lady who's feeling all right...
"
,,
2,9,"...thanks to the magic of Kid Dynomite!
"
,,
2,9,"Junior, where you been?
"
,,
2,9,"Dinner was three hours ago!
"
,,
2,9,"Oh, forget him, James.
"
,,
2,9," He's an idiot!
"
,,
2,9," Mama, what's wrong with you?
"
,,
2,9,"What's wrong with me?
"
,,
2,9,"My name is Florida!
"
,,
2,9,"Florida! That's the name of a state!
"
,,
2,9,"Why is my name Florida?
"
,,
2,9,"Oh, Lord!
"
,,
2,9,"Dynomite!
"
,,
2,9,"That is singing.
"
,,
2,9,"Peter, there's a candlelight vigil
"
,,
2,9,"on our front lawn.
"
,,
2,9,"Lois, that's ridiculous.
"
,,
2,9,"There's nobody out there.
"
,,
2,9,"You must be seeing things.
"
,,
2,9,"Peter, why are these people here?
"
,,
2,9,"""As they dig my grave,
"
,,
2,9,"as they dig my grave""
"
,,
2,9,"Hey, Dad, they're singing a song about me!
"
,,
2,9,"Hi, Mom.
"
